"stfdem","male","agea","eduyrs","mbtru","hinctnta","ppltrst","clsprty","age15"
2,0,56,20,1,10,4,0,41
3,1,47,21,1,7,5,1,32
7,1,82,9,0,6,6,1,67
7,1,58,12,0,5,5,1,43
5,1,52,20,0,9,7,0,37
9,0,60,14,0,10,7,1,45
0,0,65,11,0,1,10,0,50
4,1,51,10,0,10,2,1,36
8,1,58,19,1,3,7,1,43
8,1,30,11,0,3,3,1,15
5,0,65,19,1,10,9,1,50
8,1,50,18,1,5,5,1,35
,0,44,15,0,5,8,0,29
3,0,80,11,1,3,0,1,65
4,0,59,19,1,9,7,1,44
5,1,51,10,0,,10,0,36
8,1,66,10,0,5,6,0,51
4,1,40,10,0,,6,1,25
3,1,65,13,1,2,0,0,50
7,0,40,16,0,,5,1,25
5,1,38,12,1,7,8,1,23
6,0,51,17,1,2,7,1,36
6,0,21,16,0,,6,0,6
5,0,52,10,0,6,5,0,37
6,1,81,13,1,9,8,1,66
2,0,43,11,0,10,3,0,28
1,0,24,20,0,4,2,0,9
3,0,69,11,1,2,0,1,54
1,0,15,10,0,,1,1,0
5,0,54,11,1,1,8,1,39
8,0,43,11,0,,5,0,28
6,0,66,11,1,5,7,1,51
4,1,78,10,1,5,4,0,63
7,1,22,14,0,3,4,0,7
6,1,24,18,0,1,3,0,9
10,0,48,19,1,1,7,0,33
6,1,48,15,0,9,9,1,33
9,0,78,12,0,4,7,1,63
8,1,69,11,0,8,5,1,54
3,0,45,14,0,1,5,0,30
9,0,40,6,0,2,2,1,25
8,1,67,11,1,9,7,1,52
3,1,47,12,1,2,5,1,32
4,1,48,14,1,8,5,1,33
4,0,58,13,1,3,3,0,43
5,1,66,13,1,3,0,0,51
3,1,78,13,1,5,5,1,63
7,1,56,17,1,2,8,1,41
0,0,50,11,1,2,0,0,35
7,1,63,18,0,10,4,1,48
4,0,75,10,0,,3,0,60
3,0,23,17,0,5,5,1,8
8,1,41,13,0,,7,0,26
3,1,57,11,1,4,5,1,42
10,0,,,,,1,1,
6,0,47,11,1,1,4,1,32
8,1,29,16,0,8,7,1,14
5,1,18,14,0,,7,1,3
6,0,91,11,0,6,3,1,76
4,0,29,15,1,1,3,1,14
,1,77,12,0,1,0,1,62
,0,88,9,1,2,6,0,73
9,1,64,13,0,7,8,0,49
4,1,68,13,0,6,6,1,53
4,1,50,10,0,1,2,1,35
,0,78,9,0,1,6,0,63
5,0,39,13,0,8,7,1,24
6,1,74,10,0,,7,1,59
0,1,26,12,0,,5,0,11
2,0,34,15,0,2,2,0,19
8,0,61,22,1,8,7,0,46
7,0,34,15,0,3,7,1,19
8,1,77,23,0,9,5,1,62
3,0,31,12,1,10,9,1,16
8,1,62,13,0,6,4,1,47
10,0,35,23,0,5,6,0,20
5,0,29,11,0,1,7,0,14
8,0,42,18,0,7,4,0,27
4,1,33,15,1,10,7,0,18
10,1,27,13,0,1,4,1,12
0,1,38,18,0,9,8,1,23
5,0,56,9,1,9,8,0,41
5,0,47,11,1,10,5,0,32
4,0,30,13,0,4,4,0,15
8,1,53,12,1,8,5,1,38
3,0,57,17,0,6,7,0,42
2,1,74,12,0,3,7,0,59
6,1,70,10,1,9,5,0,55
7,0,55,14,0,,2,0,40
6,1,73,10,1,,6,1,58
5,0,63,11,0,6,7,1,48
0,1,48,9,0,,8,0,33
2,0,54,13,0,3,3,0,39
5,0,68,10,1,7,3,0,53
5,1,47,13,1,,5,1,32
5,0,53,9,0,4,4,0,38
6,0,75,11,1,5,7,0,60
3,1,80,11,1,2,7,1,65
5,0,57,10,1,6,5,1,42
4,0,34,12,0,3,8,0,19
9,1,82,20,0,4,5,1,67
3,0,62,10,0,2,5,0,47
0,0,56,11,1,,4,1,41
8,0,80,18,0,3,5,0,65
5,0,61,11,0,3,8,0,46
5,0,22,13,0,2,4,0,7
7,1,30,12,0,6,7,0,15
0,1,67,11,0,2,4,1,52
5,0,23,12,1,2,5,0,8
8,0,76,16,1,6,5,1,61
0,1,25,14,1,6,5,1,10
6,0,15,10,0,,7,0,0
6,1,41,11,0,8,5,1,26
8,0,48,20,1,6,8,0,33
8,0,32,17,0,9,8,1,17
4,0,36,16,0,10,4,0,21
0,0,53,11,0,2,6,0,38
5,0,65,12,0,,5,0,50
7,1,40,11,1,7,7,0,25
7,0,47,16,0,,6,0,32
5,0,71,10,0,1,7,0,56
9,0,,14,0,2,8,1,
9,0,38,18,0,10,7,0,23
4,1,52,17,1,8,8,0,37
0,0,49,17,0,6,3,0,34
3,1,31,12,0,10,0,0,16
5,0,58,11,1,7,5,1,43
8,1,49,14,1,4,7,0,34
4,0,43,10,0,,0,1,28
4,1,23,17,0,10,5,0,8
4,0,62,11,0,5,6,0,47
3,0,56,11,0,1,3,0,41
5,0,69,10,1,3,7,1,54
,0,18,13,0,,5,0,3
7,1,22,13,0,8,8,1,7
7,1,27,12,0,3,7,0,12
0,1,66,10,1,1,6,0,51
1,1,40,12,1,3,3,1,25
7,0,59,11,1,,0,1,44
6,0,48,14,0,10,5,0,33
5,1,39,11,0,1,4,1,24
,0,34,19,0,4,8,0,19
4,1,36,16,0,8,6,1,21
7,0,91,11,0,1,8,0,76
7,1,36,18,0,10,8,0,21
9,0,25,18,0,1,9,1,10
2,1,59,14,1,7,7,0,44
3,0,29,16,0,8,5,1,14
8,0,23,16,0,10,4,1,8
6,1,66,14,0,8,3,1,51
0,0,57,1,0,4,0,1,42
8,0,60,12,0,8,6,0,45
7,0,65,12,1,3,8,1,50
3,0,47,15,1,3,5,1,32
2,1,51,18,1,8,6,1,36
5,0,28,12,1,7,5,0,13
2,0,64,17,1,4,8,1,49
5,0,50,13,0,8,5,0,35
8,0,52,18,0,,9,1,37
10,0,63,13,0,1,4,0,48
,0,18,11,0,,7,0,3
5,1,54,15,1,9,4,1,39
9,0,64,17,0,3,7,1,49
0,0,28,11,0,1,5,1,13
9,1,28,15,0,1,7,0,13
0,1,35,17,1,7,6,1,20
0,1,38,11,0,4,8,0,23
0,0,83,9,1,,0,1,68
,0,35,14,1,1,5,1,20
5,1,37,14,1,9,6,0,22
5,0,42,16,0,10,7,1,27
7,0,44,26,0,4,5,1,29
5,0,64,10,0,1,6,1,49
,1,46,11,1,3,7,1,31
8,1,52,12,1,7,5,1,37
5,0,51,11,0,,8,1,36
7,1,78,14,1,9,6,1,63
3,0,34,13,0,3,7,1,19
4,0,44,11,0,1,5,1,29
2,0,60,10,0,1,5,1,45
7,1,30,18,1,4,8,1,15
8,1,18,11,0,10,5,1,3
8,0,80,12,0,6,10,0,65
,0,60,11,1,,7,0,45
5,1,56,13,1,7,5,0,41
7,0,56,13,0,8,5,1,41
5,0,54,19,1,9,6,0,39
3,0,30,16,0,2,7,0,15
6,0,61,10,0,10,5,1,46
7,0,39,10,0,,7,0,24
,1,72,14,0,4,6,1,57
5,1,40,11,0,1,6,0,25
5,0,45,11,0,5,3,0,30
8,0,42,17,0,10,7,1,27
6,0,22,17,0,,5,1,7
0,1,81,15,1,1,4,0,66
7,0,42,12,0,9,5,0,27
5,1,69,8,1,2,5,1,54
3,0,43,14,0,8,3,1,28
2,0,62,10,1,4,6,1,47
8,0,54,20,0,1,8,1,39
3,1,32,11,0,3,4,1,17
6,0,61,15,1,5,9,0,46
4,1,35,16,1,7,3,0,20
7,0,83,9,1,3,0,1,68
0,1,48,15,1,10,2,1,33
7,0,45,17,1,9,6,1,30
5,1,36,20,1,,7,1,21
5,1,22,13,0,,5,0,7
4,0,48,11,1,5,5,0,33
3,0,47,11,0,10,2,1,32
3,1,55,10,1,7,7,1,40
4,1,58,14,1,9,8,1,43
,1,19,10,0,,5,0,4
5,0,45,14,0,,4,0,30
4,1,71,11,0,6,7,0,56
8,1,53,12,1,3,7,1,38
0,1,65,16,1,3,5,1,50
4,0,59,12,1,6,7,1,44
5,0,61,17,0,1,5,1,46
10,1,63,19,1,9,6,0,48
6,1,81,19,0,6,8,1,66
4,1,61,13,1,4,6,1,46
7,1,78,11,1,2,8,1,63
0,0,60,10,0,2,7,1,45
3,0,69,9,0,1,4,1,54
,1,36,16,0,1,3,0,21
,1,46,10,1,1,2,0,31
9,0,56,13,1,9,6,1,41
4,1,41,14,0,10,8,0,26
7,1,75,19,1,7,8,1,60
5,0,55,17,1,8,6,1,40
6,1,32,17,0,9,3,0,17
8,1,65,17,0,6,7,1,50
7,0,73,19,1,3,8,0,58
0,0,37,6,0,1,0,0,22
3,0,54,11,1,10,4,1,39
3,1,51,13,0,9,3,0,36
2,1,56,11,1,3,4,0,41
8,1,36,10,0,3,6,0,21
,0,84,9,0,,0,0,69
4,0,54,17,1,10,8,1,39
6,1,26,12,0,2,7,1,11
8,0,80,11,0,3,8,0,65
7,0,42,13,0,1,6,1,27
8,0,54,12,1,6,7,1,39
4,0,71,12,0,1,7,1,56
6,1,28,16,1,5,8,1,13
4,0,38,14,0,1,7,1,23
5,1,26,16,1,,6,1,11
10,1,35,17,0,7,0,1,20
6,0,83,11,1,2,7,1,68
5,0,27,13,0,,3,0,12
7,0,40,16,0,3,5,0,25
,0,69,10,0,,4,1,54
2,0,64,9,1,6,7,1,49
9,1,70,10,1,2,0,1,55
5,0,83,10,0,,10,0,68
7,1,67,21,1,8,7,0,52
5,0,30,18,0,3,6,0,15
6,1,74,14,1,4,7,1,59
0,0,41,11,0,2,3,1,26
4,0,30,13,0,3,6,0,15
5,0,31,14,0,5,4,0,16
4,0,47,11,1,3,7,1,32
6,0,74,16,1,,6,1,59
6,1,48,11,1,6,8,1,33
2,0,41,15,1,,9,0,26
5,1,44,11,0,7,5,1,29
3,0,67,11,0,3,4,0,52
2,0,52,15,1,7,2,1,37
5,0,47,4,0,2,8,1,32
,0,25,16,0,5,10,0,10
6,0,21,11,0,4,3,1,6
1,1,37,10,0,7,5,0,22
8,1,41,16,0,8,7,0,26
5,1,74,17,1,4,5,1,59
0,0,83,8,1,3,3,1,68
3,1,53,18,1,9,8,1,38
5,1,53,20,1,8,5,0,38
7,1,34,17,1,8,7,1,19
7,0,69,14,0,9,7,1,54
4,0,68,10,1,2,7,1,53
5,1,66,13,0,5,3,1,51
2,0,,,,,9,1,
6,0,77,12,1,1,4,1,62
6,1,86,11,0,2,8,1,71
7,1,69,10,1,2,9,1,54
4,0,26,9,0,,3,0,11
1,1,,12,0,,0,0,
7,1,78,12,0,,8,0,63
4,1,64,10,0,3,5,0,49
3,0,44,11,0,5,5,1,29
2,1,29,16,0,,8,0,14
7,1,53,17,1,5,7,0,38
5,0,43,13,1,3,7,0,28
6,1,61,16,1,5,8,0,46
6,1,53,16,1,2,3,1,38
8,0,37,15,0,3,5,1,22
8,1,62,10,1,1,5,1,47
5,0,73,24,1,5,5,1,58
5,0,38,13,0,1,5,0,23
2,1,53,11,0,1,5,0,38
7,0,50,12,0,6,7,0,35
7,1,15,11,0,8,7,1,0
2,1,49,20,0,9,8,1,34
6,0,36,18,1,9,7,0,21
8,1,47,12,0,6,5,1,32
5,1,73,11,1,1,5,0,58
8,0,69,15,0,5,5,0,54
0,0,36,15,1,1,3,1,21
10,0,23,15,0,7,2,0,8
4,1,77,13,1,9,6,1,62
7,1,49,17,0,10,7,0,34
3,1,72,9,0,1,6,0,57
5,1,80,9,1,,5,1,65
6,1,73,10,0,5,6,1,58
8,1,65,6,1,5,8,0,50
6,0,31,16,0,,3,0,16
8,1,40,17,0,10,7,1,25
3,0,43,16,0,,7,0,28
5,0,34,12,0,1,5,0,19
5,0,80,10,0,1,6,1,65
3,1,80,9,0,3,8,0,65
8,0,73,17,0,2,8,1,58
5,0,29,18,0,7,7,1,14
0,1,56,12,1,8,5,0,41
8,1,65,15,1,8,7,1,50
10,0,75,12,1,3,3,1,60
5,0,21,14,0,5,5,0,6
2,1,29,12,0,4,4,0,14
6,0,20,12,0,1,4,0,5
8,1,84,10,,,8,1,69
9,0,29,16,1,10,5,1,14
10,0,36,18,1,8,7,1,21
7,1,,20,0,,6,1,
5,1,57,12,1,,8,1,42
7,1,65,10,0,1,5,0,50
7,0,64,20,0,2,10,1,49
5,0,64,11,1,,8,1,49
7,1,80,10,1,4,8,1,65
4,1,72,18,0,,6,0,57
3,0,46,18,0,10,4,1,31
4,0,38,13,0,6,4,0,23
3,1,34,17,1,10,4,0,19
10,1,34,18,0,1,4,1,19
6,0,81,10,0,1,7,1,66
9,1,81,17,0,,8,1,66
6,0,50,13,0,4,6,0,35
8,1,19,14,0,,8,0,4
5,0,45,11,1,6,7,1,30
7,0,54,13,0,2,5,1,39
6,1,52,11,1,3,4,1,37
4,0,44,16,1,3,0,1,29
9,1,38,15,0,1,9,1,23
4,0,31,13,0,8,7,0,16
7,1,77,15,1,3,7,1,62
8,1,70,16,1,2,6,1,55
3,0,43,16,0,8,6,0,28
10,1,67,15,0,,8,0,52
5,0,75,13,0,2,4,0,60
5,0,81,13,1,3,8,0,66
4,0,49,11,1,4,2,1,34
0,1,44,0,0,4,4,0,29
5,0,61,14,1,3,5,0,46
5,0,30,12,0,2,3,1,15
9,0,36,15,1,7,7,1,21
3,1,59,10,1,2,6,0,44
1,1,28,11,0,5,4,0,13
2,1,65,10,1,3,6,1,50
8,0,55,22,1,2,6,0,40
10,1,60,10,0,10,4,1,45
7,1,79,18,0,8,5,1,64
,0,29,12,0,,7,0,14
9,1,64,11,1,1,3,1,49
8,1,66,12,0,8,8,0,51
8,1,34,19,0,10,8,0,19
4,0,81,15,1,3,5,1,66
2,0,43,16,1,2,6,1,28
4,0,24,11,0,,5,0,9
4,1,42,10,0,2,3,0,27
5,0,47,22,1,10,7,0,32
1,1,68,11,1,3,5,1,53
8,0,71,18,0,4,8,1,56
10,1,62,14,1,10,4,0,47
3,0,73,10,0,4,3,1,58
9,0,45,21,0,9,8,1,30
2,0,38,11,0,2,2,0,23
6,0,55,11,1,5,5,1,40
8,1,75,11,1,3,10,1,60
7,1,56,14,0,2,7,0,41
2,1,52,10,0,5,3,0,37
6,0,77,11,0,4,5,1,62
2,1,27,17,0,3,6,1,12
2,0,61,12,1,5,6,1,46
3,0,49,13,0,2,5,0,34
7,1,79,16,1,2,5,1,64
6,1,17,12,0,2,3,0,2
3,1,51,10,1,4,1,1,36
8,0,36,18,0,10,8,0,21
5,1,53,11,0,,6,1,38
4,0,69,12,0,1,10,0,54
6,0,86,12,0,3,5,1,71
5,0,25,18,1,9,5,1,10
8,1,69,11,1,5,9,0,54
7,0,51,16,1,6,7,1,36
4,1,79,17,1,2,8,1,64
2,1,75,20,1,4,8,1,60
3,1,36,19,1,7,4,1,21
4,1,29,12,1,8,6,0,14
8,0,73,10,0,,6,1,58
4,0,44,16,0,4,6,1,29
7,1,76,10,1,4,9,1,61
5,0,51,16,0,6,3,1,36
4,1,71,21,1,6,6,1,56
5,0,21,13,0,2,5,0,6
7,1,46,12,1,3,4,0,31
5,1,34,11,0,,3,0,19
7,1,67,18,1,5,4,1,52
0,0,59,11,0,1,2,0,44
5,0,37,14,0,,0,0,22
6,0,44,13,0,8,4,0,29
3,0,27,17,1,3,0,0,12
4,0,43,5,0,7,1,0,28
4,0,42,10,0,3,5,1,27
7,0,51,16,1,10,6,0,36
9,0,42,16,0,,8,1,27
5,0,64,12,1,7,7,1,49
5,0,55,11,1,9,5,0,40
5,1,92,14,1,7,8,1,77
7,1,57,11,0,8,0,1,42
8,1,60,8,0,,5,1,45
3,1,63,12,1,1,5,1,48
3,0,81,13,1,7,8,1,66
0,1,55,22,1,1,0,0,40
0,0,65,10,0,8,0,1,50
4,0,74,10,0,,5,0,59
8,0,26,18,0,1,4,0,11
4,0,73,16,1,,7,1,58
2,1,52,12,1,9,4,0,37
6,0,17,14,0,2,7,0,2
7,1,71,20,1,3,7,1,56
3,1,64,11,1,1,5,1,49
8,0,60,10,1,2,7,1,45
8,1,59,13,0,9,8,1,44
0,0,23,10,0,1,2,1,8
8,0,37,20,0,4,3,1,22
,0,43,12,0,,,0,28
3,0,51,20,0,3,7,0,36
4,1,70,11,0,1,0,1,55
2,0,49,13,1,2,3,1,34
4,1,25,13,0,,6,0,10
5,0,50,11,0,,5,0,35
0,0,54,12,1,,0,0,39
10,1,66,9,1,7,5,1,51
3,0,29,14,0,5,5,0,14
6,0,63,15,0,2,6,0,48
3,0,68,12,1,3,3,0,53
2,1,87,23,1,7,7,1,72
4,0,63,10,0,1,0,1,48
3,1,,14,0,2,4,1,
7,1,62,20,1,6,7,1,47
4,1,50,14,0,,5,1,35
5,1,70,12,1,9,5,1,55
3,1,72,18,0,9,8,0,57
7,0,47,27,1,10,4,1,32
6,1,46,13,1,9,2,1,31
,0,19,13,0,,2,,4
6,0,45,17,0,10,9,0,30
7,0,34,13,0,8,6,1,19
3,1,40,10,1,2,4,0,25
3,0,37,14,1,3,5,0,22
5,0,32,11,0,4,5,0,17
4,1,23,15,0,7,7,0,8
4,1,76,16,1,8,8,1,61
7,1,31,12,0,,0,1,16
0,1,61,9,1,2,5,1,46
7,1,86,10,0,8,5,0,71
3,0,71,20,1,3,8,1,56
5,1,72,10,1,5,6,0,57
,1,18,12,0,,5,0,3
8,1,69,21,1,10,3,1,54
,0,54,10,0,1,0,0,39
6,0,58,12,0,5,5,0,43
0,1,71,10,1,3,0,1,56
3,1,29,14,0,2,2,1,14
6,0,46,15,1,10,7,1,31
9,1,94,9,1,1,5,1,79
3,1,57,13,1,8,6,1,42
0,0,25,12,0,1,4,1,10
5,1,78,14,1,1,7,1,63
1,0,50,12,0,8,1,0,35
5,0,36,11,0,6,8,0,21
2,1,44,14,1,5,4,1,29
5,1,21,12,0,10,3,0,6
5,0,82,9,0,,6,0,67
7,0,75,11,0,1,3,0,60
5,0,60,21,1,8,7,1,45
8,1,23,11,0,4,5,1,8
6,0,66,11,0,2,4,0,51
4,1,67,19,1,8,6,1,52
5,1,30,9,0,1,5,0,15
8,0,66,13,0,6,8,0,51
8,1,30,22,0,,7,0,15
8,1,70,10,1,2,3,1,55
2,0,52,18,1,5,7,0,37
5,0,54,11,1,2,5,0,39
7,1,91,9,1,,9,1,76
2,1,43,12,0,,0,0,28
7,0,22,14,0,1,7,0,7
10,1,70,14,1,7,8,1,55
0,0,68,10,1,,0,1,53
3,0,69,10,1,,4,1,54
7,0,72,20,1,,7,1,57
5,0,71,15,1,2,5,1,56
7,0,55,18,0,,7,0,40
10,1,40,16,0,1,3,1,25
6,0,17,12,0,3,4,0,2
0,1,50,14,1,10,4,0,35
1,0,21,14,0,,0,0,6
8,0,24,19,0,5,5,1,9
3,0,46,11,0,,3,1,31
9,1,35,11,0,3,5,0,20
7,1,58,11,0,8,7,0,43
6,1,62,17,1,9,7,1,47
7,1,30,15,0,10,4,0,15
8,1,69,12,1,4,8,1,54
6,0,48,16,1,7,6,0,33
5,0,24,12,0,3,4,0,9
2,0,40,15,0,9,6,0,25
7,1,51,12,0,4,7,1,36
5,1,47,10,0,6,2,1,32
6,1,54,16,1,,8,1,39
,0,75,10,1,,2,0,60
0,0,64,12,1,3,5,0,49
6,1,49,11,0,8,4,0,34
5,0,26,18,1,4,4,0,11
3,0,40,16,1,7,4,1,25
2,0,53,11,0,1,0,0,38
9,0,34,,0,7,6,0,19
6,0,36,15,0,7,10,1,21
,1,38,11,0,3,5,1,23
7,1,32,12,1,7,6,1,17
9,1,17,12,0,,8,0,2
8,0,61,11,0,2,6,0,46
6,0,35,17,0,5,4,0,20
6,0,56,9,0,1,0,0,41
3,0,41,11,1,9,5,0,26
2,1,39,13,0,,4,1,24
3,0,72,14,0,8,8,0,57
7,0,81,16,0,,5,1,66
4,1,68,10,1,,5,1,53
9,1,37,17,1,8,8,1,22
0,1,28,16,1,8,3,0,13
6,0,53,16,1,8,3,1,38
8,0,69,10,0,,8,0,54
8,0,35,16,0,6,7,0,20
7,0,32,14,0,,6,1,17
,0,25,12,1,7,5,0,10
6,0,25,17,1,,10,1,10
5,0,20,15,0,4,4,0,5
6,0,56,13,1,7,8,0,41
7,1,60,16,1,10,5,1,45
4,0,74,22,1,,0,1,59
3,0,31,12,0,5,4,0,16
6,0,61,11,1,2,1,1,46
7,0,65,12,1,1,5,0,50
6,0,63,11,1,1,5,1,48
7,1,82,14,0,6,8,1,67
6,1,42,16,0,7,7,1,27
4,1,51,15,0,5,2,0,36
4,1,59,9,1,4,6,1,44
1,1,30,17,1,8,7,1,15
8,0,36,17,0,5,7,1,21
5,0,79,10,0,1,3,1,64
5,0,24,18,0,7,3,0,9
0,1,68,10,0,1,8,0,53
7,0,37,23,1,8,8,1,22
7,0,65,10,0,2,7,0,50
2,1,55,16,1,,5,1,40
6,1,45,17,1,10,6,0,30
8,1,48,20,0,9,6,1,33
2,0,59,9,1,2,5,1,44
7,0,72,18,1,5,5,1,57
6,1,46,16,0,7,8,1,31
4,1,79,11,1,1,3,1,64
8,1,75,16,1,6,2,1,60
6,1,39,19,1,9,7,1,24
3,0,75,9,0,4,5,0,60
2,1,24,15,0,,5,1,9
6,0,85,9,1,,4,1,70
9,1,42,13,0,6,5,0,27
3,1,27,19,1,9,8,0,12
0,1,63,9,1,2,7,1,48
9,1,51,14,0,,7,1,36
9,0,63,12,1,5,6,1,48
4,0,34,17,0,9,4,0,19
4,0,64,9,0,9,7,1,49
8,1,29,22,0,1,6,1,14
4,0,53,13,0,,6,0,38
4,0,59,9,1,2,5,1,44
7,0,76,10,0,,7,0,61
5,0,40,14,1,7,3,0,25
3,1,76,17,1,4,5,0,61
6,1,49,17,0,9,8,1,34
5,0,48,13,0,3,8,0,33
8,1,77,12,0,7,1,1,62
2,0,56,12,1,7,2,0,41
0,0,47,10,0,2,5,0,32
0,1,,,,,5,1,
7,0,47,18,0,,8,0,32
3,1,87,10,1,2,3,1,72
3,0,61,10,1,7,3,1,46
4,0,75,10,0,2,7,0,60
8,1,61,11,1,7,7,1,46
8,0,18,12,0,,4,1,3
3,0,51,11,0,6,2,0,36
7,0,25,19,0,1,3,1,10
5,1,46,16,0,1,5,1,31
8,1,30,20,0,9,5,1,15
10,1,44,21,0,10,7,0,29
5,0,40,13,1,4,5,0,25
4,0,72,11,1,3,6,1,57
,0,51,11,0,,3,0,36
0,0,44,13,0,3,5,1,29
1,1,53,12,1,1,2,1,38
5,1,18,13,0,,5,0,3
4,1,42,19,0,10,7,1,27
5,0,41,18,0,,8,0,26
0,0,63,10,0,,0,0,48
5,1,34,17,0,10,5,0,19
3,0,63,9,1,3,3,1,48
5,0,59,12,0,4,3,0,44
2,1,48,11,0,,5,0,33
4,0,36,25,0,2,3,1,21
5,0,83,19,0,9,3,1,68
8,0,73,14,0,,8,0,58
5,0,49,12,1,2,5,0,34
6,1,34,15,0,4,3,0,19
,1,20,11,0,,5,0,5
6,1,31,16,1,2,7,1,16
4,0,48,20,1,8,6,0,33
7,1,68,10,1,4,4,1,53
2,0,80,10,1,1,5,0,65
5,1,64,14,1,5,7,1,49
4,0,49,15,0,10,5,1,34
9,1,46,16,1,10,8,1,31
7,1,44,13,1,9,7,1,29
5,1,73,16,0,8,7,1,58
3,0,36,13,0,2,7,0,21
7,1,44,23,1,3,3,0,29
0,0,71,11,1,1,5,0,56
3,0,57,11,1,1,5,1,42
6,1,85,11,1,1,5,1,70
,1,57,9,0,2,6,0,42
0,1,31,11,1,7,3,0,16
4,0,34,20,1,9,7,1,19
1,1,69,12,0,,0,1,54
3,0,52,11,1,1,4,1,37
5,0,79,10,1,1,5,1,64
6,0,47,16,0,5,2,1,32
7,0,32,20,0,1,7,0,17
5,0,55,11,0,6,5,0,40
7,0,52,22,1,8,7,1,37
5,0,41,18,1,2,6,1,26
4,1,37,17,0,10,5,0,22
5,0,86,10,0,1,6,1,71
5,0,66,6,1,2,1,1,51
7,0,24,17,1,9,7,1,9
7,1,36,17,0,10,5,1,21
10,1,28,7,0,2,3,0,13
9,0,18,11,0,2,4,0,3
10,0,66,11,0,7,6,0,51
8,1,64,12,0,2,2,0,49
5,0,31,14,0,4,8,0,16
5,0,69,12,0,1,7,1,54
8,1,41,15,0,6,6,0,26
5,1,57,11,0,,5,0,42
4,1,75,10,1,2,8,1,60
1,1,65,13,1,,4,1,50
5,1,36,15,0,,5,0,21
8,1,35,10,0,,8,1,20
4,0,32,12,0,1,5,0,17
9,1,19,12,0,1,5,0,4
,0,27,11,0,,6,0,12
0,0,53,8,0,2,2,1,38
4,0,78,10,0,1,7,1,63
3,1,49,12,1,9,5,0,34
6,1,75,12,1,7,10,1,60
6,0,63,12,0,7,5,1,48
6,1,67,16,1,6,3,0,52
8,0,30,17,1,8,8,1,15
4,0,43,14,0,10,8,1,28
7,0,27,18,0,6,6,0,12
0,1,54,11,0,4,10,1,39
4,1,80,10,1,8,8,1,65
8,0,75,13,0,4,5,1,60
6,0,49,20,0,3,5,0,34
2,0,46,20,1,7,7,1,31
6,1,44,13,1,4,6,0,29
8,1,57,18,1,9,6,0,42
8,0,66,14,1,3,6,1,51
3,1,40,15,0,6,7,1,25
8,1,87,7,1,1,3,1,72
